"","fluregion","year","week","date","cases","h1","h3","h5","h1n1","a_total","b_total","processed_samples","inf_a_prop","inf_b_prop","pop","cases_by_100k"
"4688","Southern Africa","2014",50,2014-12-14,2,0,2,0,0,2,0,48,0.0416666666666667,0,18902800923.7143,1.05804425919279e-05
"4689","Southern Africa","2014",51,2014-12-21,0,0,0,0,0,0,0,29,0,0,18902800923.7143,0
"4690","Southern Africa","2014",52,2014-12-28,0,0,0,0,0,0,0,32,0,0,18902800923.7143,0
"4691","Southern Asia","2008",1,2008-01-06,9,4,0,0,0,4,5,98,0.0408163265306122,0.0510204081632653,575174208817.429,1.56474331811647e-06
"4692","Southern Asia","2008",2,2008-01-13,3,1,1,0,0,2,1,138,0.0144927536231884,0.0072463768115942,575174208817.429,5.21581106038824e-07
"4693","Southern Asia","2008",3,2008-01-20,5,5,0,0,0,5,0,110,0.0454545454545455,0,575174208817.429,8.6930184339804e-07
"4694","Southern Asia","2008",4,2008-01-27,2,0,0,0,0,0,2,156,0,0.0128205128205128,575174208817.429,3.47720737359216e-07
"4695","Southern Asia","2008",5,2008-02-03,3,1,0,0,0,1,2,147,0.00680272108843537,0.0136054421768707,575174208817.429,5.21581106038824e-07
"4696","Southern Asia","2008",6,2008-02-10,4,0,3,0,0,3,1,158,0.0189873417721519,0.00632911392405063,575174208817.429,6.95441474718432e-07
"4697","Southern Asia","2008",7,2008-02-17,7,3,1,0,0,4,3,183,0.0218579234972678,0.0163934426229508,575174208817.429,1.21702258075726e-06
"4698","Southern Asia","2008",8,2008-02-24,7,0,1,0,0,1,6,163,0.00613496932515337,0.0368098159509202,575174208817.429,1.21702258075726e-06
"4699","Southern Asia","2008",9,2008-03-02,5,0,3,0,0,3,2,186,0.0161290322580645,0.010752688172043,575174208817.429,8.6930184339804e-07
"4700","Southern Asia","2008",10,2008-03-09,9,0,2,0,0,3,6,157,0.0191082802547771,0.0382165605095541,575174208817.429,1.56474331811647e-06
"4701","Southern Asia","2008",11,2008-03-16,11,2,4,0,0,6,5,133,0.0451127819548872,0.037593984962406,575174208817.429,1.91246405547569e-06
"4702","Southern Asia","2008",12,2008-03-23,3,0,1,0,0,1,2,103,0.00970873786407767,0.0194174757281553,575174208817.429,5.21581106038824e-07
"4703","Southern Asia","2008",13,2008-03-30,13,1,4,0,0,6,7,126,0.0476190476190476,0.0555555555555556,575174208817.429,2.2601847928349e-06
"4704","Southern Asia","2008",14,2008-04-06,16,1,6,0,0,7,9,132,0.053030303030303,0.0681818181818182,575174208817.429,2.78176589887373e-06
"4705","Southern Asia","2008",15,2008-04-13,9,0,1,0,0,2,7,129,0.0155038759689922,0.0542635658914729,575174208817.429,1.56474331811647e-06
"4706","Southern Asia","2008",16,2008-04-20,17,1,1,0,0,3,14,71,0.0422535211267606,0.197183098591549,575174208817.429,2.95562626755334e-06
"4707","Southern Asia","2008",17,2008-04-27,12,0,2,0,0,7,5,149,0.0469798657718121,0.0335570469798658,575174208817.429,2.0863244241553e-06
"4708","Southern Asia","2008",18,2008-05-04,12,0,2,0,0,6,6,81,0.0740740740740741,0.0740740740740741,575174208817.429,2.0863244241553e-06
"4709","Southern Asia","2008",19,2008-05-11,5,0,2,0,0,5,0,118,0.0423728813559322,0,575174208817.429,8.6930184339804e-07
"4710","Southern Asia","2008",20,2008-05-18,6,0,1,0,0,4,2,127,0.031496062992126,0.015748031496063,575174208817.429,1.04316221207765e-06
"4711","Southern Asia","2008",21,2008-05-25,5,1,1,0,0,3,2,90,0.0333333333333333,0.0222222222222222,575174208817.429,8.6930184339804e-07
"4712","Southern Asia","2008",22,2008-06-01,4,0,0,0,0,2,2,161,0.0124223602484472,0.0124223602484472,575174208817.429,6.95441474718432e-07
"4713","Southern Asia","2008",23,2008-06-08,2,0,1,0,0,2,0,118,0.0169491525423729,0,575174208817.429,3.47720737359216e-07
"4714","Southern Asia","2008",24,2008-06-15,2,0,1,0,0,2,0,155,0.0129032258064516,0,575174208817.429,3.47720737359216e-07
"4715","Southern Asia","2008",25,2008-06-22,2,0,0,0,0,0,2,122,0,0.0163934426229508,575174208817.429,3.47720737359216e-07
"4716","Southern Asia","2008",26,2008-06-29,3,0,0,0,0,0,3,173,0,0.0173410404624277,575174208817.429,5.21581106038824e-07
"4717","Southern Asia","2008",27,2008-07-06,4,0,3,0,0,3,1,184,0.016304347826087,0.00543478260869565,575174208817.429,6.95441474718432e-07
"4718","Southern Asia","2008",28,2008-07-13,2,0,2,0,0,2,0,208,0.00961538461538462,0,575174208817.429,3.47720737359216e-07
"4719","Southern Asia","2008",29,2008-07-20,7,0,3,0,0,3,4,205,0.0146341463414634,0.0195121951219512,575174208817.429,1.21702258075726e-06
"4720","Southern Asia","2008",30,2008-07-27,3,0,1,0,0,1,2,216,0.00462962962962963,0.00925925925925926,575174208817.429,5.21581106038824e-07
"4721","Southern Asia","2008",31,2008-08-03,5,0,4,0,0,4,1,156,0.0256410256410256,0.00641025641025641,575174208817.429,8.6930184339804e-07
"4722","Southern Asia","2008",32,2008-08-10,6,0,1,0,0,1,5,168,0.00595238095238095,0.0297619047619048,575174208817.429,1.04316221207765e-06
"4723","Southern Asia","2008",33,2008-08-17,7,0,1,0,0,1,6,120,0.00833333333333333,0.05,575174208817.429,1.21702258075726e-06
"4724","Southern Asia","2008",34,2008-08-24,7,0,3,0,0,3,4,153,0.0196078431372549,0.0261437908496732,575174208817.429,1.21702258075726e-06
"4725","Southern Asia","2008",35,2008-08-31,2,0,1,0,0,1,1,180,0.00555555555555556,0.00555555555555556,575174208817.429,3.47720737359216e-07
"4726","Southern Asia","2008",36,2008-09-07,1,0,0,0,0,0,1,142,0,0.00704225352112676,575174208817.429,1.73860368679608e-07
"4727","Southern Asia","2008",37,2008-09-14,1,0,1,0,0,1,0,105,0.00952380952380952,0,575174208817.429,1.73860368679608e-07
"4728","Southern Asia","2008",38,2008-09-21,2,0,2,0,0,2,0,117,0.0170940170940171,0,575174208817.429,3.47720737359216e-07
"4729","Southern Asia","2008",39,2008-09-28,0,0,0,0,0,0,0,131,0,0,575174208817.429,0
"4730","Southern Asia","2008",40,2008-10-05,0,0,0,0,0,0,0,42,0,0,575174208817.429,0
"4731","Southern Asia","2008",41,2008-10-12,0,0,0,0,0,0,0,76,0,0,575174208817.429,0
"4732","Southern Asia","2008",42,2008-10-19,0,0,0,0,0,0,0,73,0,0,575174208817.429,0
"4733","Southern Asia","2008",43,2008-10-26,0,0,0,0,0,0,0,45,0,0,575174208817.429,0
"4734","Southern Asia","2008",44,2008-11-02,0,0,0,0,0,0,0,48,0,0,575174208817.429,0
"4735","Southern Asia","2008",45,2008-11-09,2,1,0,0,0,1,1,132,0.00757575757575758,0.00757575757575758,575174208817.429,3.47720737359216e-07
"4736","Southern Asia","2008",46,2008-11-16,1,0,1,0,0,1,0,29,0.0344827586206897,0,575174208817.429,1.73860368679608e-07
"4737","Southern Asia","2008",47,2008-11-23,4,1,2,0,0,3,1,76,0.0394736842105263,0.0131578947368421,575174208817.429,6.95441474718432e-07
"4738","Southern Asia","2008",48,2008-11-30,5,0,2,0,0,2,3,59,0.0338983050847458,0.0508474576271186,575174208817.429,8.6930184339804e-07
"4739","Southern Asia","2008",49,2008-12-07,13,1,5,0,0,6,7,84,0.0714285714285714,0.0833333333333333,575174208817.429,2.2601847928349e-06
"4740","Southern Asia","2008",50,2008-12-14,5,0,2,0,0,2,3,59,0.0338983050847458,0.0508474576271186,575174208817.429,8.6930184339804e-07
"4741","Southern Asia","2008",51,2008-12-21,8,1,4,0,0,5,3,68,0.0735294117647059,0.0441176470588235,575174208817.429,1.39088294943686e-06
"4742","Southern Asia","2008",52,2008-12-28,7,0,7,0,0,7,0,84,0.0833333333333333,0,575174208817.429,1.21702258075726e-06
"4743","Southern Asia","2009",1,2009-01-04,3,0,3,0,0,3,0,110,0.0272727272727273,0,575174208817.429,5.21581106038824e-07
"4744","Southern Asia","2009",2,2009-01-11,20,5,12,0,0,17,3,120,0.141666666666667,0.025,575174208817.429,3.47720737359216e-06
"4745","Southern Asia","2009",3,2009-01-18,9,3,4,0,0,7,2,106,0.0660377358490566,0.0188679245283019,575174208817.429,1.56474331811647e-06
"4746","Southern Asia","2009",4,2009-01-25,13,5,6,0,0,11,2,174,0.0632183908045977,0.0114942528735632,575174208817.429,2.2601847928349e-06
"4747","Southern Asia","2009",5,2009-02-01,8,1,5,0,0,6,2,136,0.0441176470588235,0.0147058823529412,575174208817.429,1.39088294943686e-06
"4748","Southern Asia","2009",6,2009-02-08,3,0,3,0,0,3,0,144,0.0208333333333333,0,575174208817.429,5.21581106038824e-07
"4749","Southern Asia","2009",7,2009-02-15,5,2,0,0,0,2,3,151,0.0132450331125828,0.0198675496688742,575174208817.429,8.6930184339804e-07
"4750","Southern Asia","2009",8,2009-02-22,4,0,2,0,0,2,2,143,0.013986013986014,0.013986013986014,575174208817.429,6.95441474718432e-07
"4751","Southern Asia","2009",9,2009-03-01,2,2,0,0,0,2,0,119,0.0168067226890756,0,575174208817.429,3.47720737359216e-07
"4752","Southern Asia","2009",10,2009-03-08,2,1,0,0,0,1,1,169,0.00591715976331361,0.00591715976331361,575174208817.429,3.47720737359216e-07
"4753","Southern Asia","2009",11,2009-03-15,2,1,0,0,0,1,1,140,0.00714285714285714,0.00714285714285714,575174208817.429,3.47720737359216e-07
"4754","Southern Asia","2009",12,2009-03-22,0,0,0,0,0,0,0,123,0,0,575174208817.429,0
"4755","Southern Asia","2009",13,2009-03-29,3,1,1,0,0,3,0,48,0.0625,0,575174208817.429,5.21581106038824e-07
"4756","Southern Asia","2009",14,2009-04-05,4,1,0,0,0,2,2,65,0.0307692307692308,0.0307692307692308,575174208817.429,6.95441474718432e-07
"4757","Southern Asia","2009",15,2009-04-12,1,1,0,0,0,1,0,75,0.0133333333333333,0,575174208817.429,1.73860368679608e-07
"4758","Southern Asia","2009",16,2009-04-19,0,0,0,0,0,0,0,12,0,0,575174208817.429,0
"4759","Southern Asia","2009",17,2009-04-26,0,0,0,0,0,0,0,57,0,0,575174208817.429,0
"4760","Southern Asia","2009",18,2009-05-03,2,0,0,0,0,0,2,85,0,0.0235294117647059,575174208817.429,3.47720737359216e-07
"4761","Southern Asia","2009",19,2009-05-10,1,0,0,0,0,0,1,102,0,0.00980392156862745,575174208817.429,1.73860368679608e-07
"4762","Southern Asia","2009",20,2009-05-17,0,0,0,0,0,0,0,108,0,0,575174208817.429,0
"4763","Southern Asia","2009",21,2009-05-24,3,0,0,0,0,0,3,61,0,0.0491803278688525,575174208817.429,5.21581106038824e-07
"4764","Southern Asia","2009",22,2009-05-31,6,0,0,0,0,2,4,93,0.021505376344086,0.043010752688172,575174208817.429,1.04316221207765e-06
"4765","Southern Asia","2009",23,2009-06-07,13,0,3,0,0,5,8,109,0.0458715596330275,0.073394495412844,575174208817.429,2.2601847928349e-06
"4766","Southern Asia","2009",24,2009-06-14,6,0,0,0,0,2,4,104,0.0192307692307692,0.0384615384615385,575174208817.429,1.04316221207765e-06
"4767","Southern Asia","2009",25,2009-06-21,34,2,11,0,18,31,3,234,0.132478632478632,0.0128205128205128,575174208817.429,5.91125253510667e-06
"4768","Southern Asia","2009",26,2009-06-28,53,9,17,0,19,49,4,314,0.156050955414013,0.0127388535031847,575174208817.429,9.21459954001923e-06
"4769","Southern Asia","2009",27,2009-07-05,53,3,18,0,27,49,4,292,0.167808219178082,0.0136986301369863,575174208817.429,9.21459954001923e-06
"4770","Southern Asia","2009",28,2009-07-12,72,4,13,0,39,64,8,298,0.214765100671141,0.0268456375838926,575174208817.429,1.25179465449318e-05
"4771","Southern Asia","2009",29,2009-07-19,58,0,17,0,35,58,0,336,0.172619047619048,0,575174208817.429,1.00839013834173e-05
"4772","Southern Asia","2009",30,2009-07-26,153,5,26,0,100,147,6,592,0.248310810810811,0.0101351351351351,575174208817.429,2.660063640798e-05
"4773","Southern Asia","2009",31,2009-08-02,285,2,19,0,143,283,2,891,0.317620650953984,0.00224466891133558,575174208817.429,4.95502050736883e-05
"4774","Southern Asia","2009",32,2009-08-09,456,8,71,0,247,455,1,1460,0.311643835616438,0.000684931506849315,575174208817.429,7.92803281179013e-05
"4775","Southern Asia","2009",33,2009-08-16,969,41,157,0,730,966,3,3423,0.282208588957055,0.000876424189307625,575174208817.429,0.00016847069725054
"4776","Southern Asia","2009",34,2009-08-23,472,33,130,0,299,471,1,1542,0.305447470817121,0.000648508430609598,575174208817.429,8.2062094016775e-05
"4777","Southern Asia","2009",35,2009-08-30,341,27,76,0,216,340,1,1619,0.210006176652254,0.000617665225447807,575174208817.429,5.92863857197463e-05
"4778","Southern Asia","2009",36,2009-09-06,259,15,75,0,145,259,0,1238,0.209208400646204,0,575174208817.429,4.50298354880185e-05
"4779","Southern Asia","2009",37,2009-09-13,278,31,45,0,201,277,1,1165,0.237768240343348,0.000858369098712446,575174208817.429,4.8333182492931e-05
"4780","Southern Asia","2009",38,2009-09-20,346,9,41,0,295,345,1,1504,0.22938829787234,0.000664893617021277,575174208817.429,6.01556875631444e-05
"4781","Southern Asia","2009",39,2009-09-27,377,10,18,0,341,376,1,1465,0.256655290102389,0.00068259385665529,575174208817.429,6.55453589922122e-05
"4782","Southern Asia","2009",40,2009-10-04,275,5,16,0,251,274,1,1325,0.206792452830189,0.000754716981132075,575174208817.429,4.78116013868922e-05
"4783","Southern Asia","2009",41,2009-10-11,420,8,22,0,387,420,0,1770,0.23728813559322,0,575174208817.429,7.30213548454354e-05
"4784","Southern Asia","2009",42,2009-10-18,641,5,21,0,609,637,4,1987,0.320583794665325,0.00201308505284348,575174208817.429,0.000111444496323629
"4785","Southern Asia","2009",43,2009-10-25,808,50,12,0,729,802,6,2559,0.313403673309887,0.00234466588511137,575174208817.429,0.000140479177893123
"4786","Southern Asia","2009",44,2009-11-01,714,36,4,0,671,714,0,3377,0.211430263547527,0,575174208817.429,0.00012413630323724
"4787","Southern Asia","2009",45,2009-11-08,645,27,4,0,613,644,1,5121,0.125756688146846,0.000195274360476469,575174208817.429,0.000112139937798347
"4788","Southern Asia","2009",46,2009-11-15,514,29,6,0,479,514,0,3871,0.132782226814777,0,575174208817.429,8.93642295013185e-05
"4789","Southern Asia","2009",47,2009-11-22,758,7,0,0,749,756,2,2659,0.284317412561113,0.000752162467092892,575174208817.429,0.000131786159459143
"4790","Southern Asia","2009",48,2009-11-29,346,2,0,0,343,345,1,1037,0.332690453230473,0.000964320154291225,575174208817.429,6.01556875631444e-05
"4791","Southern Asia","2009",49,2009-12-06,484,3,0,0,479,482,2,1648,0.29247572815534,0.00121359223300971,575174208817.429,8.41484184409303e-05
"4792","Southern Asia","2009",50,2009-12-13,334,6,0,0,327,333,1,1641,0.202925045703839,0.000609384521633151,575174208817.429,5.80693631389891e-05
"4793","Southern Asia","2009",51,2009-12-20,331,7,2,0,318,327,4,1846,0.177139761646804,0.00216684723726977,575174208817.429,5.75477820329503e-05
"4794","Southern Asia","2009",52,2009-12-27,281,5,0,0,261,266,15,1757,0.151394422310757,0.00853727945361412,575174208817.429,4.88547635989699e-05
"4795","Southern Asia","2009",53,2010-01-03,75,0,0,0,47,47,28,247,0.190283400809717,0.11336032388664,575174208817.429,1.30395276509706e-05
"4796","Southern Asia","2010",1,2010-01-10,311,3,0,0,245,249,62,2054,0.121226874391431,0.0301850048685492,575174208817.429,5.40705746593581e-05
"4797","Southern Asia","2010",2,2010-01-17,228,7,1,0,159,167,61,2791,0.0598351845216768,0.0218559656037263,575174208817.429,3.96401640589506e-05
"4798","Southern Asia","2010",3,2010-01-24,204,3,2,0,148,153,51,1471,0.104010876954453,0.0346702923181509,575174208817.429,3.546751521064e-05
"4799","Southern Asia","2010",4,2010-01-31,145,0,1,0,116,117,28,1272,0.0919811320754717,0.0220125786163522,575174208817.429,2.52097534585432e-05
"4800","Southern Asia","2010",5,2010-02-07,157,0,0,0,139,142,15,1153,0.123156981786644,0.013009540329575,575174208817.429,2.72960778826985e-05
"4801","Southern Asia","2010",6,2010-02-14,136,0,0,0,123,124,12,1031,0.120271580989331,0.011639185257032,575174208817.429,2.36450101404267e-05
"4802","Southern Asia","2010",7,2010-02-21,137,1,1,0,110,120,17,1067,0.112464854732896,0.0159325210871603,575174208817.429,2.38188705091063e-05
"4803","Southern Asia","2010",8,2010-02-28,135,2,1,0,107,112,23,951,0.117770767613039,0.0241850683491062,575174208817.429,2.34711497717471e-05
"4804","Southern Asia","2010",9,2010-03-07,138,2,1,0,113,118,20,818,0.144254278728606,0.0244498777506112,575174208817.429,2.39927308777859e-05
"4805","Southern Asia","2010",10,2010-03-14,122,2,0,0,98,102,20,779,0.130937098844673,0.0256739409499358,575174208817.429,2.12109649789122e-05
"4806","Southern Asia","2010",11,2010-03-21,106,1,1,0,80,83,23,670,0.123880597014925,0.0343283582089552,575174208817.429,1.84291990800385e-05
"4807","Southern Asia","2010",12,2010-03-28,81,0,0,0,71,71,10,577,0.123050259965338,0.0173310225303293,575174208817.429,1.40826898630483e-05
"4808","Southern Asia","2010",13,2010-04-04,82,0,0,0,66,67,15,514,0.130350194552529,0.0291828793774319,575174208817.429,1.42565502317279e-05
"4809","Southern Asia","2010",14,2010-04-11,121,0,0,0,104,106,15,647,0.163833075734158,0.0231839258114374,575174208817.429,2.10371046102326e-05
"4810","Southern Asia","2010",15,2010-04-18,84,0,2,0,66,69,15,465,0.148387096774194,0.032258064516129,575174208817.429,1.46042709690871e-05
"4811","Southern Asia","2010",16,2010-04-25,57,0,1,0,33,34,23,531,0.064030131826742,0.0433145009416196,575174208817.429,9.91004101473766e-06
"4812","Southern Asia","2010",17,2010-05-02,70,0,2,0,41,43,27,382,0.112565445026178,0.0706806282722513,575174208817.429,1.21702258075726e-05
"4813","Southern Asia","2010",18,2010-05-09,71,0,1,0,52,54,17,446,0.121076233183857,0.0381165919282511,575174208817.429,1.23440861762522e-05
"4814","Southern Asia","2010",19,2010-05-16,65,0,4,0,36,42,23,456,0.0921052631578947,0.0504385964912281,575174208817.429,1.13009239641745e-05
"4815","Southern Asia","2010",20,2010-05-23,54,0,5,0,32,37,17,364,0.101648351648352,0.0467032967032967,575174208817.429,9.38845990869883e-06
"4816","Southern Asia","2010",21,2010-05-30,44,0,4,0,19,23,21,289,0.0795847750865052,0.0726643598615917,575174208817.429,7.64985622190275e-06
"4817","Southern Asia","2010",22,2010-06-06,66,0,3,0,22,25,41,264,0.0946969696969697,0.15530303030303,575174208817.429,1.14747843328541e-05
"4818","Southern Asia","2010",23,2010-06-13,36,0,3,0,17,20,16,297,0.0673400673400673,0.0538720538720539,575174208817.429,6.25897327246589e-06
"4819","Southern Asia","2010",24,2010-06-20,38,0,0,0,23,23,15,340,0.0676470588235294,0.0441176470588235,575174208817.429,6.60669400982511e-06
"4820","Southern Asia","2010",25,2010-06-27,62,0,1,0,44,45,17,406,0.110837438423645,0.041871921182266,575174208817.429,1.07793428581357e-05
"4821","Southern Asia","2010",26,2010-07-04,100,0,0,0,64,64,36,538,0.118959107806691,0.0669144981412639,575174208817.429,1.73860368679608e-05
"4822","Southern Asia","2010",27,2010-07-11,118,0,0,0,101,101,17,556,0.181654676258993,0.0305755395683453,575174208817.429,2.05155235041937e-05
"4823","Southern Asia","2010",28,2010-07-18,138,0,1,0,116,117,21,710,0.164788732394366,0.0295774647887324,575174208817.429,2.39927308777859e-05
"4824","Southern Asia","2010",29,2010-07-25,258,0,1,0,243,244,14,833,0.292917166866747,0.0168067226890756,575174208817.429,4.48559751193389e-05
"4825","Southern Asia","2010",30,2010-08-01,351,0,2,0,323,325,26,1086,0.29926335174954,0.0239410681399632,575174208817.429,6.10249894065424e-05
"4826","Southern Asia","2010",31,2010-08-08,460,1,6,0,433,441,19,1450,0.304137931034483,0.0131034482758621,575174208817.429,7.99757695926197e-05
"4827","Southern Asia","2010",32,2010-08-15,538,0,17,0,509,526,12,1587,0.331442974165091,0.00756143667296786,575174208817.429,9.35368783496291e-05
"4828","Southern Asia","2010",33,2010-08-22,475,0,25,0,434,459,16,1661,0.27633955448525,0.00963275135460566,575174208817.429,8.25836751228138e-05
"4829","Southern Asia","2010",34,2010-08-29,444,0,34,0,393,427,17,1525,0.28,0.0111475409836066,575174208817.429,7.7194003693746e-05
"4830","Southern Asia","2010",35,2010-09-05,329,0,31,0,291,324,5,1458,0.222222222222222,0.00342935528120713,575174208817.429,5.7200061295591e-05
"4831","Southern Asia","2010",36,2010-09-12,238,0,16,0,205,221,17,1169,0.189050470487596,0.0145423438836612,575174208817.429,4.13787677457467e-05
"4832","Southern Asia","2010",37,2010-09-19,189,0,19,0,163,185,4,1200,0.154166666666667,0.00333333333333333,575174208817.429,3.28596096804459e-05
"4833","Southern Asia","2010",38,2010-09-26,116,0,12,0,94,113,3,967,0.116856256463289,0.0031023784901758,575174208817.429,2.01678027668345e-05
"4834","Southern Asia","2010",39,2010-10-03,78,0,13,0,50,73,5,883,0.0826727066817667,0.00566251415628539,575174208817.429,1.35611087570094e-05
